"","id","tweet_id","candidate","tweet_created","sentiment","tweet_location","user_timezone","text"
"121",121,"629696983159193600","Donald Trump","2015-08-07 09:53:54 -0700","Negative","USA","Eastern Time (US & Canada)","RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased."""
"122",122,"629696982534258688","Marco Rubio","2015-08-07 09:53:54 -0700","Positive","","Quito","Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang"
"123",123,"629696982525865984","No candidate mentioned","2015-08-07 09:53:54 -0700","Negative","10km from amsterdam","Amsterdam","RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB…"
"124",124,"629696981531820032","Donald Trump","2015-08-07 09:53:54 -0700","Negative","","","RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN"
"125",125,"629696980986560512","No candidate mentioned","2015-08-07 09:53:54 -0700","Neutral","Philadelphia, PA","Eastern Time (US & Canada)","RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM  #p2 #ctl #topprog #tcot #tlot"
"126",126,"629696979858292736","Donald Trump","2015-08-07 09:53:53 -0700","Negative","","Pacific Time (US & Canada)","RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world<f0><U+009F><U+0091><U+0089>@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!…"
"127",127,"629696979313033216","Scott Walker","2015-08-07 09:53:53 -0700","Negative","","Central Time (US & Canada)","RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http…"
"128",128,"629696978272821248","No candidate mentioned","2015-08-07 09:53:53 -0700","Positive","EveryWhere","Eastern Time (US & Canada)","You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf"
"129",129,"629696974711721984","No candidate mentioned","2015-08-07 09:53:52 -0700","Neutral","","Pacific Time (US & Canada)","RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate"
"130",130,"629696972711014400","No candidate mentioned","2015-08-07 09:53:52 -0700","Negative","","Mountain Time (US & Canada)","RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?"""
"131",131,"629696972207710208","No candidate mentioned","2015-08-07 09:53:52 -0700","Negative","","Eastern Time (US & Canada)","RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate"
"132",132,"629696970760802304","No candidate mentioned","2015-08-07 09:53:51 -0700","Neutral","CA","Pacific Time (US & Canada)","RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H"
"133",133,"629696969057767424","Chris Christie","2015-08-07 09:53:51 -0700","Positive","Los Angeles, CA","","RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate"
"134",134,"629696962598559744","Donald Trump","2015-08-07 09:53:49 -0700","Positive","","Central Time (US & Canada)","RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe…"
"135",135,"629696959515770880","No candidate mentioned","2015-08-07 09:53:49 -0700","Negative","San Marino, California","Pacific Time (US & Canada)","You can't be pro-life AND have watched that 2 hour abortion last night. #GOPDebate #forkedtongue #IseeOrangePeople"
"136",136,"629696958857396224","Donald Trump","2015-08-07 09:53:48 -0700","Negative","","","RT @DanScavino: .@MegynKelly, You failed the American people tonight.  You tried to make history, by destroying @realDonaldTrump. #KellyFai…"
"137",137,"629696955967344640","No candidate mentioned","2015-08-07 09:53:48 -0700","Negative","Athens, Ga","","RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate"
"138",138,"629696955543855104","Marco Rubio","2015-08-07 09:53:48 -0700","Positive","","","RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J"
"139",139,"629696954289790976","Donald Trump","2015-08-07 09:53:47 -0700","Negative","","","@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate"
"140",140,"629696953513869312","No candidate mentioned","2015-08-07 09:53:47 -0700","Negative","Berkeley, CA","","They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl"
"141",141,"629696952985350144","Donald Trump","2015-08-07 09:53:47 -0700","Negative","","Cape Verde Is.","RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate <f0><U+009F><U+0098><U+0092> --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h"
"142",142,"629696950842064896","No candidate mentioned","2015-08-07 09:53:46 -0700","Negative","","","RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…"
"143",143,"629696950225473536","Donald Trump","2015-08-07 09:53:46 -0700","Negative","Brooklyn, NY","Eastern Time (US & Canada)","Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc"
"144",144,"629696947918643200","No candidate mentioned","2015-08-07 09:53:46 -0700","Positive","","","RT @peddoc63: Go Carly<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> Go Carly<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> Go Carly<ed><U+00A0><U+00BD><ed><U+00B3><U+00A2> @CarlyFiorina #Carly2016 #GOPDebate @FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/…"
"145",145,"629696947453067264","No candidate mentioned","2015-08-07 09:53:46 -0700","Negative","","","RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu"
"146",146,"629696945125224448","Rand Paul","2015-08-07 09:53:45 -0700","Positive","portsmouth ,Rhode Island","","RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama."
"147",147,"629696943963312128","No candidate mentioned","2015-08-07 09:53:45 -0700","Negative","","","RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war."
"148",148,"629696943392866304","Jeb Bush","2015-08-07 09:53:45 -0700","Negative","Houston, Texas","Central Time (US & Canada)","RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege …"
"149",149,"629696941769625600","Donald Trump","2015-08-07 09:53:44 -0700","Negative","SSCA","Arizona","RT @DrMartyFox: #Trump Wins Drudge  Debate Poll   <U+27A1><U+FE0F> By A Landslide   #TedCruz #2   #GOPDebate #PJNET<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>   <U+2611><U+FE0F> http://t.co/YUh6j7QqHA http://…"
"150",150,"629696941132279808","No candidate mentioned","2015-08-07 09:53:44 -0700","Positive","Ellicott City, Maryland","Eastern Time (US & Canada)","RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. …"
"151",151,"629696940532436992","No candidate mentioned","2015-08-07 09:53:44 -0700","Negative","New York, NY","Eastern Time (US & Canada)","Summary is the #GOPDebate: Status quo shit show"
"152",152,"629696939257245696","No candidate mentioned","2015-08-07 09:53:44 -0700","Negative","God's Country","","RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF…"
"153",153,"629696937386639360","No candidate mentioned","2015-08-07 09:53:43 -0700","Negative","","Eastern Time (US & Canada)","RT @sallykohn: Hey look, it’s 10 men standing on a stage arguing why they should get to control women’s bodies and choices. #GOPDebate"
"154",154,"629696936422019072","Marco Rubio","2015-08-07 09:53:43 -0700","Neutral","Central  Florida","Eastern Time (US & Canada)","RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht…"
"155",155,"629696934039543808","No candidate mentioned","2015-08-07 09:53:42 -0700","Negative","","Central Time (US & Canada)","RT @ChrisJZullo: Last night at the #GOPdebate all I saw was a bunch of Rich and Old despots with ZERO solutions to our nations problems #un…"
"156",156,"629696933121015808","No candidate mentioned","2015-08-07 09:53:42 -0700","Neutral","","","RT @NancyOsborne180: #GOPDebate #BATsAsk @BadassTeachersA #TBATs Debate over We learned nothing new  http://t.co/VMtnRi7xev http://t.co/6mt…"
"157",157,"629696932189966336","No candidate mentioned","2015-08-07 09:53:42 -0700","Negative","Pittsburgh, PA","Eastern Time (US & Canada)","RT @RFHKerry: If you think ANY of these people are qualified...unfollow me.  #GOPDebate"
"158",158,"629696929040060416","Ben Carson","2015-08-07 09:53:41 -0700","Neutral","Delaware","Eastern Time (US & Canada)","RT @Bipartisanism: Ben Carson spoke about science at the #GOPDebate and @neiltyson was like: http://t.co/bYoOH7i3N6"
"159",159,"629696923729989632","No candidate mentioned","2015-08-07 09:53:40 -0700","Negative","America","Eastern Time (US & Canada)","Who's the real illegal alien- #GOPDebate  Farrakhan on Immigration  the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube"
"160",160,"629696921750368256","No candidate mentioned","2015-08-07 09:53:40 -0700","Negative","","","#GOPDebate The talking heads put on the debate now the talking heads are telling us how the debates went. Maybe we wasted our time watching"
"161",161,"629696921444028416","Donald Trump","2015-08-07 09:53:39 -0700","Neutral","","","RT @STEEL5757: <f0><U+009F><U+008E><U+0080> #DonaldTrump Plaza Casino #TeddyBear Plush in #Tuxedo <f0><U+009F><U+008E><U+0080> http://t.co/QHTTX0PLDG <f0><U+009F><U+008E><U+0080> #CoolStuff #GOPDebate http://t.co/QJUnzjY…"
"162",162,"629696913877639168","Donald Trump","2015-08-07 09:53:38 -0700","Positive","People's Republic of Broward","","#Trump is right about @megynkelly but really needs to study Matthew 7, verses 3-5. #GOPDebate  https://t.co/ygNprhiehV"
"163",163,"629696912120238080","Donald Trump","2015-08-07 09:53:37 -0700","Neutral","","","RT @AC360: It wasn’t all #DonaldTrump. The most memorable #GOPDebate moments right now on #AC360. http://t.co/kDNhGj2RY3 http://t.co/HZ9GwE…"
"164",164,"629696909947441152","Donald Trump","2015-08-07 09:53:37 -0700","Neutral","Up North","Pacific Time (US & Canada)","#GOPDebate in one picture http://t.co/WMmucJUqJu"
"165",165,"629696909540761600","No candidate mentioned","2015-08-07 09:53:37 -0700","Negative","Nashville","Central Time (US & Canada)","RT @maureenjohnson: ""Where do you think women should sleep when they have The Curse? The shed? Or in an open field, not on your property?' …"
"166",166,"629696906747252736","Ben Carson","2015-08-07 09:53:36 -0700","Negative","John Smith AKA Bazooka Joe","Central Time (US & Canada)","""I think God's a pretty fair guy"" -Ben Carson, neurosurgeon, on his belief modern day taxation should be based on an ancient book #GOPDebate"
"167",167,"629696901860995072","Donald Trump","2015-08-07 09:53:35 -0700","Negative","Not where I want to be U.S.A.","America/New_York","RT @NancyLeeGrahn: The cheers from #GOPDebate  audience afterTrump defiantly named @Rosie as the woman he called ""Fat Pig"" were the voices …"
"168",168,"629696900929855488","No candidate mentioned","2015-08-07 09:53:35 -0700","Negative","New York, NY","Eastern Time (US & Canada)","#BlackLives don't matter, apparently, to Republican candidates for president  http://t.co/8rfevFWSXx / or to @FoxNews #uniteblue #GOPDebate"
"169",169,"629696899960844288","No candidate mentioned","2015-08-07 09:53:34 -0700","Negative","The Moon","Mountain Time (US & Canada)","Overall the main thing we learned from the #GOPDebate is that only straight, white, men matter."
"170",170,"629696897884647424","No candidate mentioned","2015-08-07 09:53:34 -0700","Positive","Alaska,South Central","Alaska","@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position."
"171",171,"629696892310560768","Donald Trump","2015-08-07 09:53:32 -0700","Negative","","Central Time (US & Canada)","RT @JohnKasich: Hey @RealDonaldTrump, if you're still looking to chip in, check out http://t.co/dy8KnZ122T  #GOPDebate"
"172",172,"629696891895181312","No candidate mentioned","2015-08-07 09:53:32 -0700","Negative","Riverside, CA - USA","Pacific Time (US & Canada)","@megynkelly @BretBaier #ChrisWallace, #America is criticizing UR PERFORMANCES during #GOPDebate b/c U did a REALLY bad job as ""moderators."""
"173",173,"629696890490253312","Mike Huckabee","2015-08-07 09:53:32 -0700","Negative","","","“@GovMikeHuckabee: Luntz: ""As the lines go up, they almost reach 100. It almost never happens in the dial research we do."" #GOPDebate rigged"
"174",174,"629696889315794944","Donald Trump","2015-08-07 09:53:32 -0700","Negative","with Carmen Sandiego","Eastern Time (US & Canada)","RT @oftenimprudent: I wish we could teach teenage girls to love themselves as much as Donald Trump loves himself. #GOPdebate"
"175",175,"629696886870401024","No candidate mentioned","2015-08-07 09:53:31 -0700","Negative","Arizona","Arizona","RT @AmyMek: Conservatives are a people without a Network!   #GOPDebate @FoxNews"
"176",176,"629696882613329920","No candidate mentioned","2015-08-07 09:53:30 -0700","Negative","Brattleboro, VT","Eastern Time (US & Canada)","RT @BHowl_: How come there's no talk about climate change? Has anyone here even seen California right now? #GOPDebate #DebateWithBernie"
"177",177,"629696879790567424","No candidate mentioned","2015-08-07 09:53:30 -0700","Neutral","Ellicott City, Maryland","Eastern Time (US & Canada)","RT @travisconsidine: .@GovernorPerry #GOPDebate Performance Review-Reel: https://t.co/o5QUROZbku #Perry2016"
"178",178,"629696879463428096","No candidate mentioned","2015-08-07 09:53:29 -0700","Negative","Pennsylvania","","RT @ChrisJZullo: Last night they could have have raised their hands. I'm a spoiled billionaire, I'm an oligarch, I'm a racist, I'm a religi…"
"179",179,"629696879429877760","Ben Carson","2015-08-07 09:53:29 -0700","Positive","Florida, USA","Eastern Time (US & Canada)","#GOPDebate 2016 #teamdrbencarson @RealBenCarson  WOW! Brilliant, Cool, Calm &amp; Collected.#empowering"
"180",180,"629696876665638912","Ted Cruz","2015-08-07 09:53:29 -0700","Neutral","Washington State","","RT @SooperMexican: Ted Cruz doesn't appreciate your emphatically sarcastic air quotes, megan kelly. #GOPDebate"
"181",181,"629696875143262208","No candidate mentioned","2015-08-07 09:53:28 -0700","Negative","rural Wisconsin, USA","Central Time (US & Canada)","RT @BenJamminWalker: Under no circumstances should 10 men dictate abortion rights to women. It's the 21st Century, we are better than that.…"
"182",182,"629696872618291200","Donald Trump","2015-08-07 09:53:28 -0700","Positive","Fort Worth, Texas","Central Time (US & Canada)","RT @DanScavino: #GOPDebate Winner! Drudge 50% (187K) @realDonaldTrump  TIME 46% (25K) @realDonaldTrump  FOXSD 49% @realDonaldTrump http://t…"
